State,City,Population,Median_Age,Household_Income,Per_Capita_Income,Poverty_Count
KS,Cambridge,304,52,53750,25069,28
KS,Caney,2877,42,44871,25653,306
KS,Canton,1562,41,58977,35724,92
KS,Carbondale,3042,41,57392,29816,281
KS,Cassoday,352,36,67500,27486,44
KS,Cawker City,688,53,44400,26969,114
KS,Cedar Point,205,44,40688,21035,20
KS,Cedar Vale,877,43,52308,21948,142
KS,Centralia,953,34,58250,27927,65
KS,Chanute,11381,39,42614,23454,2494
KS,Chapman,2363,37,54659,26116,217
KS,Chase,598,39,41875,20910,192
KS,Chautauqua,45,70,29375,14551,15
KS,Cheney,3747,39,68427,31110,202
KS,Cherokee,1156,33,41458,20296,189
KS,Cherryvale,3344,44,42928,22476,541
KS,Chetopa,1850,44,37902,18694,485
KS,Cimarron,2961,34,61081,24887,343
KS,Circleville,531,38,53750,23395,42
KS,Claflin,861,52,47232,31767,62
KS,Clay Center,5698,44,54352,27817,592
KS,Clayton,161,58,44762,25331,19
KS,Clearwater,4856,38,76071,28459,379
KS,Clifton,817,48,49583,29053,122
KS,Clyde,1098,44,49034,26626,71
KS,Coats,366,32,63438,26300,20
KS,Coffeyville,12680,40,41676,23245,2619
KS,Colby,6332,37,51619,26802,627
KS,Coldwater,1047,41,42328,25138,105
KS,Collyer,173,56,47417,25269,2
KS,Colony,829,42,43448,22013,109
KS,Columbus,5673,43,45781,22523,550
KS,Colwich,3054,31,94776,29665,253
KS,Concordia,6112,40,43768,25707,705
KS,Conway Springs,2720,34,59444,23728,294
KS,Coolidge,135,30,26250,15344,27
KS,Copeland,913,35,54762,32657,73
KS,Corning,376,29,64063,25220,62
KS,Cottonwood Falls,1330,43,40208,20206,70
KS,Council Grove,3316,46,49630,26868,255
KS,Courtland,630,43,53000,28544,30
KS,Cuba,372,50,51563,31025,49
KS,Cunningham,989,47,56912,32240,80
KS,Damar,200,40,38750,20815,14
KS,De Soto,6112,41,60758,31880,382
KS,Dearing,383,37,43000,20643,42
KS,Deerfield,1169,39,52188,24897,213
KS,Delia,480,32,63125,24018,52
KS,Delphos,708,47,54345,26711,57
KS,Denison,358,54,52188,48697,48
KS,Dennis,297,57,85625,33190,25
KS,Denton,396,46,62250,27377,47
KS,Derby,28216,39,70796,33595,1654
KS,Dexter,787,37,50694,21634,65
KS,Dighton,1340,44,49167,28758,131
KS,Dodge City,31043,30,48474,21192,5171
KS,Dorrance,259,38,52500,24516,21
KS,Douglass,3431,38,65855,27285,227
KS,Downs,1016,52,50192,29343,53
KS,Dresden,139,48,24375,12893,72
KS,Durham,313,37,50625,20865,7
KS,Dwight,414,54,51875,31691,60
KS,Easton,1494,49,70313,21521,120
KS,Edgerton,2644,38,61532,29312,182
KS,Edna,846,50,53583,27219,66
KS,Effingham,1210,40,42024,25015,164
KS,El Dorado,17603,38,46430,23674,2816
KS,Elbing,340,31,61250,23391,13
KS,Elk City,834,46,42434,20273,123
KS,Elk Falls,132,49,35521,17827,33
KS,Elkhart,2203,38,45357,23276,135
KS,Ellinwood,2929,44,56167,34550,257
KS,Ellis,2879,38,56382,28594,239
KS,Ellsworth,3550,43,49306,24206,273
KS,Elsmore,283,48,50234,29141,41
KS,Elwood,842,41,34896,19021,166
KS,Emmett,401,31,43667,20776,56
KS,Emporia,28281,31,40020,23543,5466
KS,Englewood,85,38,27875,17772,30
KS,Ensign,312,45,51563,26796,12
KS,Enterprise,1284,34,50000,21357,205
KS,Erie,1992,44,50025,22628,266
KS,Esbon,220,58,36042,22015,54
KS,Eskridge,960,48,49554,24613,46
KS,Eudora,7816,36,76773,30444,753
KS,Eureka,3323,48,41302,24111,393
KS,Everest,534,51,57083,34323,34
KS,Fairview,398,52,38000,21985,49
KS,Fall River,553,55,42188,25471,54
KS,Florence,541,50,25365,28638,136
KS,Fontana,631,39,58571,24043,17
KS,Ford,486,41,56750,31819,105
KS,Formoso,252,29,42917,17870,21
KS,Fort Leavenworth,6237,26,92172,26281,392
KS,Fort Riley,17252,22,41752,16576,1582
KS,Fort Scott,12426,39,37853,20130,2059
KS,Fowler,824,44,46042,29231,65
KS,Frankfort,1157,44,51111,27914,125
KS,Franklin,676,43,34375,15132,64
KS,Fredonia,3852,43,40908,23808,872
KS,Frontenac,3367,43,55320,27449,220
KS,Fulton,268,46,67550,29669,28
KS,Galena,5507,41,41653,19958,704
KS,Galesburg,399,35,59922,24681,10
KS,Galva,1808,40,69567,31020,131
KS,Garden City,33852,31,51016,23058,5390
KS,Garden Plain,1857,39,80375,29626,173
KS,Gardner,23252,33,71657,28822,998
KS,Garfield,399,52,32357,20853,63
KS,Garnett,5025,43,39343,20653,719
KS,Gaylord,367,33,56354,20684,91
KS,Gem,334,30,47679,18176,81
KS,Geneseo,533,48,46563,25321,32
KS,Geuda Springs,411,42,37500,23094,96
KS,Girard,4485,35,42585,19659,489
KS,Glade,142,64,45781,23618,4
KS,Glasco,666,48,42578,20408,77
KS,Glen Elder,599,45,62188,30981,20
KS,Goddard,8886,33,75625,28636,771
KS,Goessel,665,48,50625,31806,18
KS,Goff,475,40,71786,26966,61
KS,Goodland,5383,39,52708,24779,910
KS,Gorham,617,38,59500,31042,25
KS,Gove,223,51,53250,35356,35
KS,Grainfield,428,53,49896,28060,52
KS,Grantville,364,62,39732,27254,11
KS,Great Bend,19300,39,44477,25494,3223
KS,Greeley,541,48,34950,22214,44
KS,Green,238,56,69318,31127,12
KS,Greenleaf,508,34,42917,21964,91
KS,Greensburg,1293,44,45096,27527,109
KS,Greenwich,134,45,14167,7493,96
KS,Grenola,343,61,51250,29278,13
KS,Gridley,591,48,53036,29794,27
KS,Grinnell,574,42,54018,39685,21
KS,Gypsum,1361,44,55852,24143,101
KS,Haddam,173,58,31000,37729,4
KS,Halstead,3193,36,60385,22902,219
KS,Hamilton,457,45,45833,29180,52
KS,Hanover,991,44,53125,25024,83
KS,Hanston,421,38,55313,27294,56
KS,Hardtner,207,48,40250,22742,25
KS,Harper,1749,47,51288,26925,153
KS,Hartford,688,36,50000,23902,105
KS,Harveyville,608,55,60750,25591,23
KS,Havana,453,60,49750,25018,41
KS,Haven,1989,38,54509,28279,166
KS,Havensville,310,52,53750,27134,33
KS,Haviland,980,35,52917,21639,95
KS,Hays,23990,31,47006,29398,4307
KS,Haysville,14249,37,56409,24290,937
KS,Hazelton,216,28,50714,22800,108
KS,Healy,412,35,56875,32179,50
KS,Hepler,218,57,38333,22972,33
KS,Herington,3013,48,41979,22256,466
KS,Herndon,179,55,46042,27018,27
KS,Hesston,4478,38,61934,27439,331
KS,Hiawatha,4833,42,48151,24797,567
KS,Highland,1300,21,56250,20321,76
KS,Hill City,1734,52,42344,26408,193
KS,Hillsboro,3559,45,54647,25757,184
KS,Hoisington,3045,34,49119,22048,490
KS,Holcomb,2724,28,76728,23748,376
KS,Hollenberg,115,64,43438,25419,2
KS,Holton,5906,41,53042,27295,695
KS,Holyrood,554,49,46528,25060,44
KS,Home,176,42,54250,51911,27
KS,Hope,951,43,40511,24483,205
KS,Horton,2725,44,39209,22886,485
KS,Howard,1034,51,39750,21911,100
KS,Hoxie,1671,49,66667,31946,78
KS,Hoyt,1872,42,57118,26476,62
KS,Hudson,174,59,50625,29315,3
KS,Hugoton,5116,35,58007,24331,884
KS,Humboldt,2547,42,51818,26190,185
KS,Hunter,169,48,61250,29105,6
KS,Hutchinson,50159,41,50046,25804,7157
KS,Independence,12801,38,46343,22146,1995
KS,Ingalls,746,42,63906,33244,9
KS,Inman,2526,47,60341,28366,275
KS,Iola,7689,40,41348,22265,1237
KS,Isabel,314,33,70000,22085,12
KS,Iuka,385,49,61875,27734,32
KS,Jamestown,470,44,41000,25510,66
KS,Jennings,245,47,65208,39450,24
KS,Jetmore,1315,50,54904,29307,92
KS,Jewell,760,49,43594,24494,126
KS,Johnson,1723,39,42675,21570,197
KS,Junction City,27168,27,46806,22931,4202
KS,Kanopolis,525,53,42604,26261,86
KS,Kanorado,281,47,33438,25379,58
KS,Kansas City,155507,34,42725.33333,19769,33875
KS,Kechi,1904,40,85000,33899,62
KS,Kensington,870,54,49583,28533,55
KS,Kincaid,625,42,48456,20528,104
KS,Kingman,4140,45,53125,30307,330
KS,Kinsley,1750,45,49879,28355,173
KS,Kiowa,1114,44,53000,28846,67
KS,Kirwin,259,36,51875,27508,11
KS,Kismet,678,38,45341,24454,67
KS,La Crosse,1331,48,36833,25368,100
KS,La Cygne,3084,41,50148,25295,669
KS,La Harpe,711,48,36208,18216,114
KS,Lake City,180,54,87917,35743,28
KS,Lakin,2590,34,50234,24326,282
KS,Lancaster,764,45,57500,29248,44
KS,Lane,755,49,68750,30197,88
KS,Lansing,11040,39,81465,31266,472
KS,Larned,5716,42,46795,23376,308
KS,Latham,169,45,32083,19472,55
KS,Lawrence,97848,29,51638.5,29568,19064
KS,Le Roy,1012,40,55313,28538,142
KS,Leavenworth,36145,38,60208,27905,4616
KS,Lebanon,347,56,37917,23537,44
KS,Lebo,1721,43,59803,31252,233
KS,Lecompton,2106,48,62000,33350,209
KS,Lehigh,439,37,67500,21675,55
KS,Lenora,739,52,46103,25807,68
KS,Leon,1588,46,54167,27498,149
KS,Leonardville,875,47,46250,30005,43
KS,Leoti,1886,41,55000,25300,82
KS,Lewis,586,52,53456,26582,51
KS,Liberal,22136,29,47675,20912,4138
KS,Liberty,313,56,28750,28944,24
KS,Liebenthal,182,34,36563,19972,27
KS,Lincoln,2073,47,52939,24362,159
KS,Lincolnville,461,48,37500,25823,75
KS,Lindsborg,4509,37,59846,27061,219
KS,Linn,687,44,42578,24684,66
KS,Linwood,2519,43,74922,36844,173
KS,Little River,868,34,46442,21713,133
KS,Logan,728,48,45947,26705,108
KS,Long Island,324,35,43646,22925,11
KS,Longford,223,32,72500,40063,1
KS,Longton,473,47,35536,19038,108
KS,Lorraine,273,33,50500,20708,45
KS,Lost Springs,228,52,35446,23677,25
KS,Louisburg,7407,40,77218,34719,451
KS,Lucas,468,58,37125,27375,31
KS,Ludell,194,56,44583,30938,20
KS,Luray,286,36,36000,20152,72
KS,Lyndon,1539,39,57366,27103,145
KS,Lyons,4064,38,51964,23861,600
KS,Macksville,580,36,48750,21406,83
KS,Madison,1374,44,39904,22719,246
KS,Mahaska,90,47,53068,34113,9
KS,Maize,5097,28,70065,29612,462
KS,Manhattan,61058,30,61006,33711,12983
KS,Mankato,1141,55,43333,26580,146
KS,Manter,402,45,38281,18532,37
KS,Maple Hill,1412,31,70000,24271,33
KS,Mapleton,349,50,61563,25860,92
KS,Marienthal,286,46,45750,37130,12
KS,Marion,2888,46,51020,23713,388
KS,Marquette,1084,52,55865,31038,103
KS,Marysville,4436,42,48767,27385,377
KS,Matfield Green,67,67,31607,35184,4
KS,Mayetta,2873,36,52028,20902,268
KS,Mayfield,213,50,79688,28605,6
KS,McCracken,302,58,47188,27124,18
KS,McCune,965,47,56667,26398,94
KS,McDonald,320,45,46250,32009,36
KS,McFarland,407,31,49861,21595,13
KS,McLouth,3181,40,57514,24897,431
KS,Mcpherson,15224,38,56143,30377,1147
KS,Meade,1987,46,54183,25288,165
KS,Medicine Lodge,2525,44,47230,28123,488
KS,Melvern,802,37,47188,24285,141
KS,Meriden,3088,49,59405,27975,252
KS,Milan,149,50,48125,26170,15
KS,Milford,983,40,68750,31025,29
KS,Milton,279,47,66250,36441,86
KS,Miltonvale,973,42,46667,27206,91
KS,Minneapolis,2487,42,49722,27103,190
KS,Minneola,1164,44,54792,26644,68
KS,Moline,552,50,39286,21400,56
KS,Montezuma,1842,37,58300,24338,178
KS,Monument,263,60,52708,30223,26
KS,Moran,1016,49,53194,24188,64
KS,Morganville,317,35,53125,20983,38
KS,Morland,180,55,49432,37891,28
KS,Morrill,477,35,55000,24712,28
KS,Morrowville,207,47,36667,22011,32
KS,Moscow,557,38,55385,32087,66
KS,Mound City,1764,43,38125,22903,329
KS,Mound Valley,806,39,48750,30622,94
KS,Moundridge,2714,53,54254,28723,121
KS,Mount Hope,1534,45,61359,28616,93
KS,Mulberry,712,46,26528,15463,212
KS,Mullinville,359,45,52656,25277,30
KS,Mulvane,8516,41,66490,30890,523
KS,Munden,291,45,48750,25557,55
KS,Murdock,257,47,36500,22889,11
KS,Muscotah,365,42,40714,21700,43
KS,Narka,171,31,42344,36794,18
KS,Nashville,190,59,56250,37643,2
KS,Natoma,475,50,52708,26081,52
KS,Neodesha,3319,42,46507,24932,418
KS,Neosho Falls,188,56,31786,18860,50
KS,Neosho Rapids,383,55,46667,24521,34
KS,Ness City,1753,44,56250,31902,70
KS,Netawaka,377,45,60547,22383,42
KS,New Cambria,411,44,43750,21405,28
KS,Newton,21489,39,52262,26790,2635
KS,Nickerson,1376,37,49922,20798,151
KS,Niotaze,144,62,22344,18398,31
KS,Norcatur,280,44,34250,19311,32
KS,North Newton,2012,42,65694,28940,130
KS,Norton,3944,43,53559,22435,338
KS,Nortonville,1287,31,61375,25063,165
KS,Norwich,730,37,63828,25130,94
KS,Oakley,2196,42,49258,29056,177
KS,Oberlin,2256,51,41025,29917,362
KS,Offerle,361,43,51905,27957,31
KS,Ogden,1976,27,33792,16971,701
KS,Oketo,122,45,70625,40310,3
KS,Olathe,142015,35,84582,35666,8460
KS,Olmitz,257,45,62917,29418,19
KS,Olpe,1310,41,57656,27791,95
KS,Olsburg,497,48,52500,30806,31
KS,Onaga,1881,39,57351,26778,116
KS,Osage City,3652,48,40313,27977,672
KS,Osawatomie,5677,39,52321,23952,815
KS,Osborne,1781,44,39250,27087,356
KS,Oskaloosa,2561,42,69667,30125,170
KS,Oswego,2740,40,43571,20207,357
KS,Otis,513,31,54063,26109,38
KS,Ottawa,15453,39,48039,25112,2098
KS,Overbrook,2493,37,63333,28694,161
KS,Oxford,1454,47,54479,26787,109
KS,Ozawkie,2693,43,62500,29006,153
KS,Palco,327,34,37188,24114,44
KS,Palmer,338,59,56335,35940,25
KS,Paola,12465,45,60610,31246,941
KS,Paradise,138,49,83750,39659,12
KS,Park,207,49,36518,24068,23
KS,Parker,1136,39,56821,28548,98
KS,Parsons,12290,40,42575,23128,2550
KS,Partridge,733,30,59500,23324,24
KS,Pawnee Rock,522,50,39911,25461,83
KS,Paxico,693,41,39471,19320,103
KS,Peabody,1604,50,46991,24180,171
KS,Perry,2493,39,60833,25721,158
KS,Peru,415,52,44079,21909,104
KS,Phillipsburg,3228,43,46806,24527,247
KS,Piqua,269,49,54196,21756,26
KS,Pittsburg,24747,29,35277,20528,5947
KS,Plains,1454,31,60347,24667,277
KS,Plainville,2584,42,51775,27081,266
KS,Pleasanton,2207,47,42452,29141,374
KS,Plevna,241,54,36500,20950,53
KS,Pomona,2237,45,68625,30645,106
KS,Portis,306,33,51750,18727,24
KS,Potwin,827,25,49167,31173,71
KS,Powhattan,238,31,39375,18210,70
KS,Prairie View,333,47,60329,24580,6
KS,Pratt,8079,39,52515,27038,864
KS,Prescott,625,50,50000,23262,62
KS,Pretty Prairie,1348,47,50395,24812,139
KS,Princeton,1368,33,53185,24282,192
KS,Protection,602,50,58523,27836,28
KS,Quenemo,1042,43,47880,19261,251
KS,Quinter,1320,47,51000,25539,101
KS,Ramona,179,52,37500,24903,34
KS,Randall,120,57,52083,28195,4
KS,Randolph,599,45,67500,32722,18
KS,Ransom,432,55,42778,28070,21
KS,Rantoul,645,47,57143,27702,109
KS,Raymond,205,38,52813,23251,26
KS,Reading,772,40,55500,26411,90
KS,Redfield,395,43,45583,24272,33
KS,Republic,147,57,25341,18826,23
KS,Rexford,548,34,57679,21607,87
KS,Richfield,155,51,40917,23479,30
KS,Richmond,966,46,56875,25141,121
KS,Riley,1568,39,58319,28350,157
KS,Riverton,1222,34,45294,19036,92
KS,Robinson,588,45,65272,23690,82
KS,Rock,278,52,50603,26841,46
KS,Rolla,658,42,48393,22883,66
KS,Rosalia,497,34,63188,21195,70
KS,Rose Hill,6307,41,72500,29104,516
KS,Rossville,1767,41,67292,30140,100
KS,Rozel,204,56,50625,45675,34
KS,Rush Center,398,56,42656,29607,15
KS,Russell,5080,49,49220,25788,744
KS,Sabetha,3692,42,58807,28472,390
KS,Saint Francis,1895,54,46103,28889,136
KS,Saint George,2493,33,59792,24986,379
KS,Saint John,1993,42,53250,31299,178
KS,Saint Marys,4514,24,66157,20638,310
KS,Saint Paul,1129,44,61050,24955,102
KS,Salina,51223,38,48644,27520,6598
KS,Satanta,1292,39,54405,23776,267
KS,Savonburg,301,37,53500,23644,22
KS,Sawyer,365,38,59063,29646,68
KS,Scammon,916,44,39167,21288,214
KS,Scandia,720,47,48724,28744,94
KS,Schoenchen,166,51,66875,40159,1
KS,Scott City,5016,41,63167,31933,210
KS,Scranton,1124,45,59625,31967,89
KS,Sedan,1726,50,35250,24726,164
KS,Sedgwick,3387,36,77212,27033,377
KS,Selden,521,37,46406,36744,26
KS,Seneca,3203,47,51585,29449,254
KS,Severy,503,51,46250,24244,44
KS,Sharon,339,43,53750,33992,28
KS,Sharon Springs,1073,43,51625,32752,101
KS,Shawnee Mission,390614,40,92719.66667,50156,21473
KS,Silver Lake,2775,39,66360,29561,116
KS,Simpson,50,55,48571,26430,3
KS,Smith Center,1944,50,41071,28929,271
KS,Soldier,410,50,55500,30699,27
KS,Solomon,1696,42,60288,26660,88
KS,South Haven,863,40,50156,25282,86
KS,South Hutchinson,2282,51,35046,23129,349
KS,Spearville,1432,34,84676,30599,21
KS,Spivey,420,60,53571,46502,17
KS,Spring Hill,9210,36,72037,33334,545
KS,Stafford,1368,41,37938,19320,325
KS,Sterling,3367,35,54183,22391,471
KS,Stilwell,7734,47,125250,58181,192
KS,Stockton,1900,44,45658,23762,209
KS,Strong City,732,41,55833,26432,155
KS,Sublette,2516,36,50238,22768,225
KS,Summerfield,178,53,40250,23274,32
KS,Sylvan Grove,464,57,40547,26146,51
KS,Sylvia,366,30,52143,22413,38
KS,Syracuse,2415,33,49198,21988,218
KS,Tampa,437,39,42422,20334,84
KS,Tecumseh,3216,44,81583,37692,16
KS,Tescott,979,38,43363,22090,141
KS,Thayer,1306,39,50192,23545,360
KS,Tipton,377,47,50938,25080,40
KS,Tonganoxie,9985,36,74792,32449,412
KS,Topeka,162732,38,52938,26622,22413
KS,Toronto,534,51,20990,16004,203
KS,Towanda,2890,35,59120,28175,340
KS,Tribune,1210,49,47045,25775,136
KS,Troy,2057,43,52083,28513,231
KS,Turon,803,47,41141,21245,132
KS,Tyro,227,54,65304,26741,23
KS,Udall,1821,44,48341,30729,150
KS,Ulysses,7803,33,57461,26093,768
KS,Uniontown,621,36,33472,20139,155
KS,Utica,297,54,41964,29530,33
KS,Valley Center,10103,37,76429,34197,450
KS,Valley Falls,2417,47,59167,27372,248
KS,Vassar,1143,53,52708,24363,129
KS,Vermillion,438,54,46923,28093,19
KS,Victoria,1716,34,63011,27325,78
KS,Viola,933,48,75278,34264,4
KS,Virgil,96,66,33750,52523,15
KS,Wa Keeney,2486,49,55208,33786,125
KS,Wakarusa,1079,53,79079,34579,19
KS,Wakefield,1394,39,57188,31763,58
KS,Waldo,90,47,43438,20266,26
KS,Walker,45,45,42614,21573,9
KS,Wallace,245,43,58750,24179,52
KS,Walnut,636,42,41838,21717,115
KS,Walton,543,37,46528,22739,27
KS,Wamego,8553,37,61388,28998,979
KS,Washington,1624,47,49397,25996,129
KS,Waterville,934,43,51471,30016,61
KS,Wathena,2491,44,54097,25122,314
KS,Waverly,1244,47,52105,28497,108
KS,Webber,75,65,18958,10332,26
KS,Weir,865,52,41157,25372,209
KS,Wellington,9127,39,45179,23465,1265
KS,Wellsville,3894,35,68618,27318,284
KS,Weskan,292,28,68750,26423,14
KS,West Mineral,173,37,30313,16629,23
KS,Westmoreland,1605,41,66979,30424,80
KS,Westphalia,802,39,58750,25496,126
KS,Wetmore,617,42,47500,24476,72
KS,White City,1023,47,51250,25251,154
KS,White Cloud,386,40,39750,22915,87
KS,Whitewater,1302,38,54375,25674,66
KS,Whiting,457,52,49167,25127,45
KS,Wichita,416694,35,61529.6,29164,67750
KS,Williamsburg,903,45,49813,22211,36
KS,Wilmore,140,61,88125,56755,1
KS,Wilsey,266,56,52019,23946,22
KS,Wilson,915,52,41607,23053,160
KS,Winchester,1304,43,53563,26487,88
KS,Windom,401,41,61250,29137,26
KS,Winfield,14690,38,50811,22812,2025
KS,Winona,516,34,55000,25528,51
KS,Woodbine,240,41,65586,23380,18
KS,Woodston,161,54,27000,21061,29
KS,Wright,318,31,48472,23472,118
KS,Yates Center,2194,46,39737,23194,356
KS,Zenda,117,60,41250,34935,8
KY,Adairville,2081,48,39258,21373,339
KY,Adolphus,2644,39,38978,22192,568
KY,Ages Brookside,607,36,25270,8505,360
KY,Albany,10182,42,31130,19325,1999
KY,Alexandria,16981,39,74619,32113,1488
KY,Allen,686,45,32278,23737,69
KY,Almo,2195,38,57708,27599,79
KY,Alvaton,4872,44,79931,35113,193
KY,Annville,2461,47,32500,20444,477
KY,Argillite,1251,46,32240,31814,104
KY,Arjay,1307,36,19479,8121,651
KY,Arlington,1711,41,38333,19524,369
KY,Artemus,475,46,24423,17831,108
KY,Ashcamp,891,48,23750,17645,440
KY,Ashland,39231,42,44563.5,27949,7686
KY,Auburn,6172,37,52246,23649,982
KY,Augusta,2488,39,36700,21171,615
KY,Austin,911,33,35000,12129,290
KY,Auxier,905,35,52739,18084,110
KY,Bagdad,2058,46,71183,35477,107
KY,Barbourville,11651,40,28125,18050,3397
KY,Bardstown,30006,36,55531,29565,3553
KY,Bardwell,2355,46,37321,22242,432
KY,Barlow,1356,42,46250,28984,261
KY,Battletown,1018,45,49792,28275,168
KY,Baxter,2192,39,27375,17443,627
KY,Beattyville,6491,43,22864,14918,1973
KY,Beauty,917,33,23212,13961,314
KY,Beaver,440,58,28684,18401,168
KY,Beaver Dam,8750,39,38952,20265,2247
KY,Bedford,4638,41,50847,24304,884
KY,Bee Spring,1148,51,36786,22330,247
KY,Beechmont,1044,38,52763,16201,239
KY,Belcher,347,49,44688,20835,34
KY,Belfry,2932,46,27756,17202,790
KY,Bellevue,5795,38,56827,35260,596
KY,Belton,1003,45,42031,24176,87
KY,Benham,413,45,48125,21607,82
KY,Benton,19679,43,49240,26712,1902
KY,Berea,24575,36,46106,22219,4137
KY,Berry,2399,41,38021,20486,407
KY,Bevinsville,783,53,25703,16481,278
KY,Big Clifty,1449,45,41469,21341,345
KY,Big Laurel,40,54,36250,14505,12
KY,Bimble,673,55,31587,21621,110
KY,Blackey,558,55,32642,17924,76
KY,Blaine,1162,37,40774,17887,239
KY,Bledsoe,1130,43,21250,12438,349
KY,Bloomfield,3394,46,47798,25601,421
KY,Blue River,573,49,18487,19122,279
KY,Boaz,1989,52,52981,31330,139
KY,Bonnieville,1504,46,36250,21641,404
KY,Bonnyman,784,48,19952,15065,236
KY,Booneville,4767,42,23373,16278,1617
KY,Boons Camp,582,42,42128,18115,83
KY,Boston,2306,43,64567,28315,174
KY,Bowling Green,113884,34,52051.33333,28871,20295
KY,Bradfordsville,907,44,40071,23592,121
KY,Brandenburg,12154,42,56684,25308,1438
KY,Bremen,2440,45,37237,17320,405
KY,Brodhead,4188,37,40045,17752,630
KY,Bronston,2554,42,36944,30830,521
KY,Brooks,1963,51,53706,27033,214
KY,Brooksville,4116,40,41375,23478,887
KY,Browder,543,36,63194,24894,189
KY,Brownsville,4053,49,29879,19971,794
KY,Bryants Store,322,45,25893,15566,116
KY,Buckhorn,417,55,26250,16154,137
KY,Buckner,809,17,87188,21692,325
KY,Buffalo,1701,38,51250,21720,122
KY,Bulan,1251,41,30104,18331,396
KY,Burgin,384,47,35455,19653,141
KY,Burkesville,6736,45,35400,18607,1392
KY,Burlington,24352,36,78194,30688,2142
KY,Burna,775,31,53785,19353,91
KY,Burnside,3461,45,27481,15717,1030
KY,Busy,1298,39,15179,14176,627
KY,Butler,4190,41,61708,26648,491
KY,Cadiz,13090,46,47659,26451,1796
KY,Calhoun,3726,43,59667,26671,594
KY,California,4177,43,62283,29926,427
KY,Calvert City,6290,43,56721,29611,527
KY,Campbellsburg,2497,39,53340,25252,361
KY,Campbellsville,25478,38,36539,20095,5398
KY,Campton,6617,41,24023,14973,2450
KY,Canada,1267,47,40202,21978,250
KY,Caneyville,3573,43,38750,18474,684
KY,Canmer,488,51,42917,21296,62
KY,Cannel City,452,33,20000,12336,196
KY,Cannon,601,46,29362,16252,134
KY,Carlisle,7419,40,39955,21275,1905
KY,Carrie,235,9,20208,12656,170
KY,Carrollton,6951,37,45833,23175,1892
KY,Catlettsburg,10493,43,50497,24825,1358
KY,Cave City,6555,37,42500,22079,1458
KY,Cawood,1381,44,21193,15441,476
KY,Cecilia,5099,35,59509,25620,576
KY,Center,512,43,60938,27129,155
KY,Centertown,1400,47,41210,20008,254
KY,Central City,9043,41,39730,20094,2473
KY,Cerulean,1245,43,39000,24543,336
KY,Chaplin,474,43,46806,18115,78
KY,Clarkson,5454,39,38266,19295,1397
KY,Clay,2422,44,39565,22122,593
KY,Clay City,5306,39,29167,18623,1517
KY,Clayhole,33,46,41250,20658,6
KY,Clearfield,3381,29,29982,13769,1423
KY,Cleaton,44,51,13889,14402,9
KY,Clinton,2891,49,36786,19204,477
KY,Closplint,238,34,33750,17287,80
KY,Cloverport,1515,41,37656,19830,334
KY,Coalgood,57,24,23500,7970,40
KY,Coldiron,545,42,22019,21421,137
KY,Columbia,16897,40,38534,18559,3182
KY,Columbus,244,37,42500,16782,61
KY,Corbin,30668,39,33389,19818,7641
KY,Corinth,3621,44,43964,25396,381
KY,Cornettsville,1027,49,30750,15152,346
KY,Corydon,3512,37,52169,24672,427
KY,Covington,39104,36,40825.66667,24858,9424
KY,Coxs Creek,5073,42,64243,28174,181
KY,Crab Orchard,3876,42,31815,18052,872
KY,Cranks,814,36,26083,10205,284
KY,Crestwood,21114,40,100869,39497,706
KY,Crittenden,5722,42,50067,24143,1078
KY,Crofton,3283,39,43777,21393,447
KY,Cromona,331,54,41016,26043,27
KY,Cromwell,1446,39,49635,20576,287
KY,Cub Run,1539,38,38068,17342,361
KY,Cumberland,3658,43,23739,16589,1257
KY,Cunningham,1034,34,42083,29754,96
KY,Custer,517,50,41667,24694,50
KY,Cynthiana,15960,42,45390,22691,2772
KY,Danville,24987,40,42129,23808,3522
KY,David,504,51,25329,17168,172
KY,Dawson Springs,6565,43,32476,18873,1401
KY,Dayhoit,383,47,26364,21757,153
KY,Dayton,5421,35,42803,22628,1211
KY,De Mossville,1967,37,68466,24257,185
KY,Deane,245,47,26875,23031,88
KY,Debord,315,55,36875,19392,101
KY,Delphia,195,38,29554,14666,104
KY,Dema,409,51,18750,12923,142
KY,Dexter,1584,45,65000,27842,167
KY,Dixon,2695,39,49934,21358,232
KY,Dover,1010,39,56250,28694,47
KY,Drakesboro,2247,44,38417,21587,435
KY,Drift,238,63,51761,32197,35
KY,Dry Ridge,10843,34,44248,21942,2043
KY,Dubre,55,67,36696,32184,7
KY,Dunmor,773,50,45263,23095,92
KY,Dunnville,1623,40,34507,16344,513
KY,Dwale,206,58,33393,19315,43
KY,Dwarf,119,30,35893,14559,50
KY,Dycusburg,61,64,43092,19328,6
KY,Earlington,1325,42,44716,23414,248
KY,East Bernstadt,5277,45,29392,17505,1539
KY,East Point,1303,34,56346,22790,228
KY,Eastview,1950,39,43496,20471,166
KY,Eddyville,5649,47,46750,24761,711
KY,Edmonton,7017,42,36393,18427,1781
KY,Ekron,2457,36,47969,24234,228
KY,Elizabethtown,50160,38,56078,28991,6134
KY,Elk Horn,1225,45,32813,14563,340
KY,Elkfork,386,45,31250,18897,102
KY,Elkhorn City,5406,45,27339,16262,1306
KY,Elkton,6972,37,36761,18082,1291
KY,Emerson,106,57,30625,14475,17
KY,Eminence,3633,41,36554,23343,789
KY,Emmalena,1101,39,53313,24991,150
